district,rooftopsNearby,closestRooftop,featuresCount,area,CurrentValue 2014,CurrentValue 2015,CurrentValue 2016,CurrentValue 2017,CurrentValue 2018,ndvi 2013,greeniness 2013,dmap 2013,ndvi 2014,greeniness 2014,dmap 2014,ndvi 2015,greeniness 2015,dmap 2015,ndvi 2017,greeniness 2017,dmap 2017,ndvi 2016,greeniness 2016,dmap 2016,date,year,e-year
中山區B0704,1,211.997916200102,27,4275.8734441322495,0,0,0,9038000,8887000,0.2873125374317169,0.43657205494787416,0.2347459048032761,0.2910721302032471,0.4381626513048954,0.24493785202503204,0.18683910369873047,0.42845581547216455,0.15897567570209506,0.15269958972930908,0.28128133964596397,0.1052592322230339,0.16976934671401978,0.3548685775590643,0.13211745023727414,102.4.2,102,2013
中山區B0705,3,64.43721969757671,11,1329.8518889350587,0,0,0,5872977,5775038,0.24806539714336395,0.102210975581314,0.2064906656742096,0.25088974833488464,0.10173053152039556,0.21101056039333346,0.4772045612335205,0.19152459360496304,0.4017585217952728,0.2534808814525604,0.114124122489913,0.2475079894065857,0.3653427362442017,0.15282435804743802,0.3246332406997681,102.4.9,102,2013
中山區B0707,1,215.9730739932684,5,779.4768444854437,0,0,0,1635000,1600000,0.43909788131713867,0.425057723254892,0.3983394503593445,0.4412435591220856,0.4192597429857499,0.3985819816589356,0.44100567698478704,0.26779625440212695,0.4409123659133911,0.2278284430503845,0.3642045852088533,0.3052872121334076,0.33441704511642456,0.3160004198054901,0.37309980392456055,102.4.9,102,2013
中山區B0718,3,163.45775461730494,11,1708.33310569588,0,0,0,3685000,3630000,0.243676096200943,0.2755929752547986,0.2348974943161011,0.24566784501075745,0.276738111341745,0.24033164978027344,0.4191361367702484,0.3706859155258064,0.3855027258396149,0.2717890739440918,0.2479534482356508,0.2916482090950012,0.3454626202583313,0.30931968188072856,0.33857548236846924,102.4.23,102,2013
中山區B0726,2,103.69579355255173,25,1561.5650387996448,0,0,0,10285618,10137540,0.2411805838346481,0.19124705553093727,0.14886069297790527,0.24456702172756195,0.18845301676889709,0.14992886781692505,0.3162347972393036,0.29222660167455744,0.25659677386283875,0.16268162429332733,0.30900249551041353,0.11621148884296414,0.2394582033157349,0.3006145485924855,0.18640413880348208,102.5.31,102,2013
中山區B0746,2,247.13562753525486,22,1588.4422149826596,0,0,0,6666000,6578000,0.25991091132164,0.2529724560953425,0.2100636661052704,0.2631154358386993,0.25171537187769666,0.211323082447052,0.5629894733428955,0.11034354082608393,0.5001959204673767,0.3249014616012573,0.2054807938988269,0.2677566111087799,0.4439454674720764,0.1579121673624554,0.3839762806892395,102.7.4,102,2013
中山區B0771,6,31.08687226381935,7,1496.7083282227331,0,0,0,4057531,3981127,0.1918487697839737,0.10716468036476433,0.2463418543338776,0.19389882683753967,0.10491872099260677,0.2528558373451233,0.4444177448749542,0.13597033374536466,0.474998265504837,0.26831400394439703,0.21312591832450964,0.2917041778564453,0.3563658595085144,0.17454812603493713,0.38335120677948,102.9.30,102,2013
中山區B0779,2,141.77987112037482,16,2307.270624634399,0,0,0,5056000,4992000,0.2810574471950531,0.17292954264524105,0.2613755762577057,0.283881813287735,0.17129463348648458,0.2663409411907196,0.4463535249233246,0.2002845348321944,0.41589897871017456,0.11603190749883653,0.15041164260559273,0.11132542043924333,0.28119271993637085,0.17534808871889354,0.26361221075057983,102.10.18,102,2013
中山區B0781,1,211.1226477926114,25,1328.7476822447695,0,0,0,4911491,4843175,0.3168108761310577,0.3161555146115633,0.21924342215061188,0.3195512890815735,0.30997271264314197,0.21988245844841006,0.4519019424915314,0.2343074375539333,0.4062667489051819,0.2515591084957123,0.35916458707465543,0.22286540269851685,0.3517305254936218,0.2967360123142944,0.31456607580184937,102.10.22,102,2013
中山區B0785,0,340.0128176951392,14,1128.9439808841626,0,0,0,4329000,4277000,0.32657602429389954,0.3887025678102479,0.3350677490234375,0.32749727368354803,0.3860064836625697,0.3354875445365906,0.3773934841156006,0.2183548289292628,0.39534950256347656,0.2739020884037018,0.3468013153905357,0.30801594257354736,0.32564777135849,0.2825780721598993,0.351682722568512,102.10.25,102,2013
